Date,Price,CVol,Change,% Change,% Return,Total Return (Gross),Cumulative Return %,Open,High,Low,Cumulative Change %
03/03/26,300.26,10278220,2.70,0.91,0.91,339.14,120.09,292.29,302.39,289.50,94.86
03/02/26,297.56,8508910,-2.74,-0.91,-0.91,336.09,118.11,294.81,299.98,293.21,93.11
02/27/26,300.30,18620790,-5.83,-1.90,-1.90,339.19,120.12,300.00,302.95,294.45,94.89
02/26/26,306.13,7007804,2.83,0.93,0.93,345.77,124.40,304.58,309.01,303.64,98.67
02/25/26,303.30,8095520,6.00,2.02,2.02,342.58,122.32,298.64,303.66,297.01,96.83
02/24/26,297.30,13554130,-0.37,-0.12,-0.12,335.80,117.92,296.82,299.75,291.38,92.94
02/23/26,297.67,12955430,-13.12,-4.22,-4.22,336.22,118.19,308.80,311.00,295.10,93.18
02/20/26,310.79,7792735,2.74,0.89,0.89,351.04,127.81,308.40,311.00,305.68,101.69
02/19/26,308.05,6737705,-0.73,-0.24,-0.24,347.94,125.80,307.17,309.18,305.12,99.92
02/18/26,308.78,7209556,1.65,0.54,0.54,348.77,126.34,308.46,312.28,307.22,100.39
02/17/26,307.13,8896753,4.58,1.51,1.51,346.90,125.13,302.76,308.24,302.50,99.32
02/13/26,302.55,9114526,-0.09,-0.03,-0.03,341.73,121.77,298.52,304.29,296.52,96.35
02/12/26,302.64,13443360,-8.18,-2.63,-2.63,341.83,121.84,312.28,313.62,300.02,96.40
02/11/26,310.82,8703519,-7.46,-2.34,-2.34,351.07,127.83,323.24,325.28,308.73,101.71
02/10/26,318.28,9902224,-3.82,-1.19,-1.19,359.50,133.30,322.55,326.13,315.12,106.55
02/09/26,322.10,11477470,-0.30,-0.09,-0.09,363.81,136.10,321.34,326.40,320.11,109.03
02/06/26,322.40,17797440,12.24,3.95,3.95,364.15,136.32,314.71,324.25,314.71,109.23
02/05/26,310.16,9387999,-7.11,-2.24,-2.24,350.32,127.35,315.00,316.01,305.54,101.28
02/04/26,317.27,9848802,2.42,0.77,0.77,358.35,132.56,314.41,319.31,314.41,105.90
02/03/26,314.85,12687960,6.71,2.18,2.18,355.62,130.79,309.73,316.25,309.10,104.33
